Community,Size
8,120
0,116
15,91
3,89
5,84
24,71
13,69
10,68
1,62
23,61
14,61
2,60
6,59
9,51
7,48
12,47
11,45
17,45
19,38
4,30
18,29
20,25
22,21
21,16
16,5
25,1
