edge,longitude,latitude,betweenness,road_type
start_1076774158 - end_1076774158,76.66513370000001,28.2690302,5.064652312631668e-08,residential
start_170002875 - end_170002875,76.66935755,28.2500129,5.064652312631668e-08,tertiary
start_1078967739 - end_1078967739,76.8328253,28.27363805,5.064652312631668e-08,service
start_1077603114 - end_1077603114,76.87002525,28.240141100000002,5.064652312631668e-08,living_street
start_1199347709 - end_1199347709,76.81296524999999,28.2427113,5.064652312631668e-08,tertiary
start_639627341 - end_639627341,76.8389752,28.27190525,5.064652312631668e-08,tertiary
start_1081667566 - end_1081667566,76.831317,28.2664582,5.064652312631668e-08,trunk_link
start_639627337 - end_639627337,76.8145615,28.2450185,5.064652312631668e-08,trunk_link
start_1078189875 - end_1078189875,76.8483186,28.25874755,0.0,residential
start_1078986677 - end_1078986677,76.84739540000001,28.2632605,0.0,residential
start_1078986679 - end_1078986679,76.84978530000001,28.26390615,0.0,residential
