node_id,Betweenness Centrality,Eigenvector Centrality,Closeness Centrality,PageRank,Degree,Community
99,588.688342553057,0.00012968993242942135,0.06300165911842519,0.0007672584942559369,4,3
100,4.333333333333334,3.684907135922095e-05,0.059297712501055116,0.0006274240592528703,3,0
101,147.45,3.240396464948193e-05,0.05969324892722097,0.0008404860664174718,4,3
102,896.2898027897988,0.00038877958986280905,0.07723599582210984,0.0007609898620517797,4,7
103,0.3333333333333333,8.86607444915284e-05,0.07170928392793345,0.00043805441300487325,2,7
104,24833.6127781453,0.010640665162556134,0.09569540934477591,0.0008366249820181985,5,7
105,95.8989371739372,0.0002508453026484604,0.06659714651372232,0.00040741308702908654,2,0
106,13.871428571428568,0.00010653610261136362,0.0629960095054477,0.000409407743347725,2,0
107,381.8454442178578,0.0008769138501226236,0.08360606962213626,0.0004058939324096911,2,7
108,0.0,4.030325824196488e-08,0.04823868708370528,0.0005829447024858565,2,3
109,4206.0,1.7957325064079363e-06,0.053375375147209664,0.0007273136637692867,3,3
110,1404.0,8.970694561958711e-07,0.05336118496012154,0.0008724969049948205,3,3
111,4.733333333333333,0.003569439964713256,0.0874789863644854,0.00039239602731402874,2,7
112,5965.09990954983,0.009659705346629443,0.0952736149725368,0.0008787521533563803,5,7
113,2806.0,2.555813292867693e-07,0.050679940843343076,0.0008078714850210604,3,3
114,0.0,0.0018873305234567862,0.09027242354150604,0.0004324515084589412,2,7
115,4.233333333333333,0.0022292193712025836,0.09029562982005142,0.0006072614729535499,3,7
116,4.833333333333333,0.011314683706046045,0.0950287453500169,0.0005233337380107001,3,7
117,2.95,0.0044897276731210006,0.09033046161759033,0.0005490525579209815,3,7
118,12506.41940301461,0.014788128582386918,0.09579327742551305,0.00129689786770397,8,7
119,749.4445041800327,0.0023955760724839424,0.08738649085707177,0.0007278445851914971,4,7
120,22336.874196711957,0.003010409883486361,0.0876044394562913,0.001574536198375428,9,9
121,1872.4476190476357,0.2074982681347024,0.09409952447927132,0.0008625621769841024,5,10
122,2061.0558269071944,0.25050935461814244,0.08885656463445485,0.0010029219651132538,6,5
123,2126.5999999999995,0.0008114841931066364,0.0810312013380241,0.0010901149101675243,6,9
124,3.6,0.0002131533534123298,0.07499733105583431,0.0006044770298289444,3,9
125,0.0,2.2559855848965488e-05,0.07493732999093285,0.0004257516570136517,2,11
126,0.0,1.7343019987338234e-05,0.07484551459620711,0.00043699625819955575,2,11
127,3328.057165057136,0.000129748444793655,0.08098916301590961,0.0010788967379672934,6,11
128,11269.661658591653,0.0008246243097270576,0.0816860465116279,0.002147936759903628,11,9
129,3148.9071603251646,0.0007665780882212598,0.08106392799446112,0.0009271003667294189,5,9
130,1248.4309400748443,0.0005341112312157748,0.08073784622457189,0.0006029255831704023,3,9
131,0.5,0.0001441660050229399,0.0747260929688331,0.0004478024497400845,2,9
132,0.0,0.00017945335197260212,0.07771017699115045,0.00043100783267677347,2,9
