,betweenness,closeness,degree,eigenvector,pagerank,authority,hub,constraint,eccentricity,degree_centrality
0,0.0,0.06235022632466495,1,3.2122275609465224e-05,0.0003078533091613528,3.2122275609435815e-05,3.212227560942252e-05,1.0,38.0,0.0007087172218284905
1,0.0,0.06237236970611738,2,3.90975851109108e-05,0.00047422393024085046,3.909758511089042e-05,3.9097585110865265e-05,0.7709750566893423,38.0,0.001417434443656981
2,0.0,0.05918281381634372,2,1.9339949828358712e-05,0.0004391605639179241,1.9339949828354087e-05,1.933994982833321e-05,0.8044444444444444,39.0,0.001417434443656981
3,265757.7119336555,0.07890155556803505,6,0.008950327899203744,0.0010192935090581742,0.00895032789920352,0.008950327899203461,0.20641670477061422,34.0,0.004252303330970942
4,315.850294150294,0.06652147152123479,2,0.00022036172418783364,0.00040915354458402516,0.00022036172418770817,0.0002203617241876852,0.5,37.0,0.001417434443656981
5,7889.067747308839,0.0660958743002305,13,0.00028093514451780837,0.0022662322240121664,0.00028093514451777915,0.0002809351445176042,0.11298980933596321,37.0,0.009213323883770375
6,2551.2562688155936,0.06556535535955947,5,0.00015170875991959255,0.0008939654466269845,0.00015170875991954872,0.00015170875991948546,0.2672888888888889,37.0,0.003543586109142452
7,13141.811516601698,0.07008879576972962,5,0.0005831294256790871,0.0008368930002895926,0.0005831294256789763,0.000583129425678942,0.26351864667435604,36.0,0.003543586109142452
8,328.0336274836275,0.06652462121212122,3,0.00025387614919769277,0.0005820728097505409,0.0002538761491975453,0.000253876149197513,0.4272839506172839,37.0,0.002126151665485471
9,209245.91629113487,0.07118249062721653,30,0.0013368407055635392,0.005459313143684221,0.0013368407055631964,0.0013368407055627844,0.051694647581254714,36.0,0.021261516654854713
10,0.6666666666666666,0.07183393834040595,3,0.0022156537117164073,0.000585188759940926,0.0022156537117163414,0.0022156537117163093,0.5336514235323759,35.0,0.002126151665485471
11,19900.171084591017,0.06705163691896535,17,0.0005047289872974079,0.0029287252956906222,0.0005047289872971943,0.0005047289872969769,0.0861769869084753,37.0,0.012048192771084338
12,623.0160455261591,0.06202542821825888,4,6.833554349628705e-05,0.0007657768730609748,6.833554349629081e-05,6.833554349625724e-05,0.3381102071005917,38.0,0.002834868887313962
