Community,Size
8,114
0,113
12,92
3,89
14,89
7,88
1,87
5,81
22,70
2,67
16,65
21,64
13,61
9,56
11,49
10,49
18,38
4,30
17,29
6,29
19,25
20,21
15,5
23,1
